ID;mes;data_criacao;origem_do_lead;utm_source_form;utm_campaign_form;Detalhe da origem do lead form;Status Sirena;utm_source_bucket;Detalhe_bucket;Status do lead;Status Sirena_bucket;Status_bucket;detalhe_origem_lead;Proprietario_do_lead;propietario_do_bucket;proprietario_da_oportunidade;grupo;pais
12194;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-CentroOeste-Desktop-SelfService;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12195;7;22/07/2022;Inbound;(Sirena - App, bing);(Bing-Search-Keywords-Brasil-All-Desktop-SelfService, Google-Search-Brasil-Generico-Covid);;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12196;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-CentroOeste-Desktop-SelfService;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12197;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-CentroOeste-Desktop-SelfService;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12198;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-CentroOeste-Desktop-SelfService;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12199;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-Generico-Desktop-SelfService;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12200;7;22/07/2022;Inbound;Google;Google-Search-Keywords-Brasil-Generico-Desktop-SelfService;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12201;7;22/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12202;7;22/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12203;7;23/07/2022;Inbound;organic;Blog-Organic-Keywords-PT-None-All-SelfService-New;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12204;7;23/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12205;7;23/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Channels Selection;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12206;7;23/07/2022;Inbound;organic;Youtube-Organic-Branding-None-None-All-SelfService;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12207;7;23/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Suggested Apps;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12208;7;24/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12209;7;24/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12210;7;24/07/2022;Inbound;(Google, adwords);(Google-Search-NewKeywords-Brasil-Expansion-Desktop-SelfService, Google-Search-NewKeywords-Brasil-Expansion-Desktop-SelfService);;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12211;7;24/07/2022;Inbound;organic;Blog-Organic-Keywords-PT-None-All-SelfService-New;;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12212;7;24/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12213;7;25/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12214;7;25/07/2022;Inbound;;;;Plan Selection;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12215;7;25/07/2022;Inbound;;;;Closed;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12216;7;25/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12217;7;25/07/2022;Inbound;;;;Plan Selection;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12218;7;25/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12219;7;25/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12220;7;25/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12221;7;25/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12222;7;25/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12223;7;25/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12224;7;26/07/2022;Inbound;;;;Business Profile;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12225;7;26/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12226;7;26/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Closed;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12227;7;26/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12228;7;26/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12229;7;26/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12230;7;26/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12231;7;26/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12232;7;26/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12233;7;26/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12234;7;27/07/2022;Inbound;organic;Blog-Organic-Keywords-PT-None-All-SelfService-New;;Suggested Apps;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12235;7;27/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12236;7;27/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12237;7;27/07/2022;Inbound;;;;Closed;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12238;7;27/07/2022;Inbound;organic;Blog-Organic-Keywords-PT-None-All-SelfService-B;;Closed;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12239;7;27/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12240;7;27/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12241;7;27/07/2022;Inbound;;;;Channels Selection;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12242;7;27/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12243;7;27/07/2022;Inbound;organic;Blog-Organic-Keywords-Spanish-None-All-SelfService;;WhatsApp Validated;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12244;7;27/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12245;7;27/07/2022;Inbound;facebook;Facebook-Lookalike-None-Brasil-None-Desktop-SelfService;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12246;7;27/07/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12247;7;28/07/2022;Inbound;;;;Payment Information;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12248;7;28/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12249;7;28/07/2022;Inbound;facebook;leads_zenvia_experience_instagram2021;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12250;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12251;7;28/07/2022;Inbound;google;;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12252;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12253;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12254;7;28/07/2022;Inbound;google;;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12255;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;Plan Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12256;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12257;7;28/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Suggested Apps;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12258;7;28/07/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12259;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12260;7;28/07/2022;Inbound;(Google, adwords);(Google-Search-Keywords-Brasil-Generico-Desktop-SelfService, Google-Search-Keywords-Brasil-Generico-Desktop-SelfService);;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12261;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12262;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12263;7;28/07/2022;Inbound;;;;Closed;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12264;7;28/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12265;7;28/07/2022;Inbound;google;;;Closed;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12266;7;28/07/2022;Inbound;google;;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12267;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12268;7;28/07/2022;Inbound;google;;;Plan Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12269;7;28/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12270;7;28/07/2022;Inbound;google;;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12271;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12272;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;Closed;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12273;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12274;7;28/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12275;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12276;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12277;7;28/07/2022;Inbound;;;;Closed;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12278;7;28/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12279;7;28/07/2022;Inbound;google;;;Closed;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12280;7;28/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12281;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12282;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12283;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12284;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12285;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12286;7;28/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12287;7;29/07/2022;Inbound;google;;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12288;7;29/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12289;7;29/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12290;7;29/07/2022;Inbound;google;;;Plan Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12291;7;29/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Channels Selection;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12292;7;29/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12293;7;29/07/2022;Inbound;google;;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12294;7;29/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12295;7;29/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
12296;7;29/07/2022;Inbound;google;google_conv_saas-attraction_bofu-conversao_search_cpc_brazil_none_pt-br_all;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;BR;BR
