ID;mes;data_criacao;origem_do_lead;utm_source_form;utm_campaign_form;Detalhe da origem do lead form;Status Sirena;utm_source_bucket;Detalhe_bucket;Status do lead;Status Sirena_bucket;Status_bucket;detalhe_origem_lead;Proprietario_do_lead;propietario_do_bucket;proprietario_da_oportunidade;grupo;pais
1;8;08/03/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;CA
2;7;19/07/2022;Inbound;(Google, adwords);(Google-Search-Keywords-Mexico-Expansion-Desktop-SelfService, );;Suggested Apps;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;CA
3;7;28/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;CA
4;9;22/09/2022;Inbound;;;;Channels Selection;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
5;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_united_states_none_en-us_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
6;9;23/09/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
7;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
8;9;29/09/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
9;9;30/09/2022;Inbound;google;google_conv_saas-conversion_expansion_search_cpc_mexico_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;NAM;US
10;9;09/06/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
11;9;09/07/2022;Inbound;google;google_conv_saas-conversion_sitelink_search_cpc_-_-_sp-la_-;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
12;9;09/08/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
13;9;09/08/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
14;9;09/09/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
15;9;09/10/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
16;9;09/12/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
17;9;14/09/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
18;9;15/09/2022;Inbound;organic;organic;;Channels Selection;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
19;9;15/09/2022;Inbound;;;;Channels Selection;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
20;9;15/09/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
21;9;20/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
22;8;08/03/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
23;8;08/05/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
24;8;08/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
25;8;08/12/2022;Inbound;;;;Suggested Apps;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
26;8;17/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_brazil_none_pt-br_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
27;8;25/08/2022;Inbound;organic;organic;;Business Profile;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
28;8;25/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_mexico_none_sp-la_desk;;Payment Method Selected;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
29;8;30/08/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_brazil_none_pt-br_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
30;8;31/08/2022;Inbound;blog;blog_link_-_-_saas-conversion_pt-br;;Channels Selection;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
31;7;07/01/2022;Inbound;(Google, adwords);(Google-Search-Keyword-UnitedStates-None-Desktop-SelfService, Google-Search-Keywords-UnitedKingdom-None-Desktop-SelfService);;Suggested Apps;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
32;7;07/06/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;Business Profile;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
33;7;07/06/2022;Inbound;;;;Suggested Apps;Outros;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
34;7;07/07/2022;Inbound;(Google, adwords);(Google-Search-Branding-Latam-None-Desktop-SelfService, Google-Search-Branding-Latam-None-Desktop-SelfService);;First Mandatory Interaction;paid media;Outros;Entrada;Oportunidade;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
35;7;07/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;Suggested Apps;organic;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
36;7;07/09/2022;Inbound;(Google, adwords);(Google-Search-Keywords-Colombia-None-Desktop-SelfService, Google-Search-Keywords-Colombia-None-Desktop-SelfService);;WhatsApp Validated;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
37;7;07/11/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;Suggested Apps;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
38;7;07/11/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;Knowledge Checks;paid media;Outros;Entrada;Oportunidade;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
39;7;13/07/2022;Inbound;;;;Suggested Apps;Outros;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
40;7;15/07/2022;Inbound;(Google, adwords);(Google-Search-Keyword-UnitedStates-None-Desktop-SelfService, );;First Mandatory Interaction;paid media;Outros;Entrada;Oportunidade;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
41;7;15/07/2022;Inbound;(Google, adwords);(Google-Search-Keyword-UnitedStates-None-Desktop-SelfService, );;WhatsApp Validated;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
42;7;18/07/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;Suggested Apps;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
43;7;20/07/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;First Mandatory Interaction;paid media;Outros;Entrada;Oportunidade;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
44;7;20/07/2022;Inbound;(Google, adwords);(Google-Search-Branding-United States-None-Desktop-SelfService, );;Channels Selection;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
45;7;20/07/2022;Inbound;Facebook;Facebook-Intereses-None-UnitedStates-None-Desktop-SelfService;;Suggested Apps;paid media;Outros;Entrada;Outros;Outros;;Sirena SDR Team;Sirena SDR Team;;NAM;US
46;7;22/07/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
47;7;25/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
48;7;29/07/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_colombia_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
49;7;29/07/2022;Inbound;organic;Blog-Organic-Keywords-Portuguese-None-All-SelfService;;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
50;7;31/07/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Sirena SDR Team;Sirena SDR Team;;NAM;US
51;9;22/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
52;9;22/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
53;9;22/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
54;9;22/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
55;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;First Mandatory Interaction;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
56;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
57;9;23/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
58;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
59;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
60;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
61;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
62;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
63;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
64;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
65;9;23/09/2022;Inbound;organic;organic;;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
66;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
67;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
68;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
69;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
70;9;23/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
71;9;24/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
72;9;24/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
73;9;24/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
74;9;24/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
75;9;24/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
76;9;24/09/2022;Inbound;organic;organic;;First Mandatory Interaction;organic;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
77;9;25/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Channels Selection;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
78;9;25/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
79;9;25/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
80;9;25/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
81;9;25/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
82;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
83;9;26/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
84;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
85;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
86;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
87;9;26/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
88;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
89;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
90;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Business Profile;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
91;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
92;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
93;9;26/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
94;9;27/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
95;9;27/09/2022;Inbound;;;;First Mandatory Interaction;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Oportunidade;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
96;9;27/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
97;9;27/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
98;9;27/09/2022;Inbound;;;;WhatsApp Validated;Outros;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
99;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
100;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;WhatsApp Validated;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
101;9;28/09/2022;Inbound;google;google_conv_saas-conversion_brand_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
102;9;28/09/2022;Inbound;google;google_conv_saas-conversion_-_search_cpc_latam_none_sp-la_desk;;Suggested Apps;paid media;Formul·rio - Plataforma Sirena | Self Se;Entrada;Outros;Outros;Formul·rio - Plataforma Sirena | Self Service;Salesforce Integra√ß√£o;Outros;;LATAM;AR
